,id,prolificID,jspsychID,time_elapse,stim1,stim2,Q0,Q1,Q2,Q3,Q0_rt,Q1_rt,Q2_rt,Q3_rt,anim_check,tower_check,agent_check,sub_feedback1,sub_feedback2,subject_id,date,completion,compelete_time,condition,num_movesQ0,QQ0,num_movesQ1,QQ1,num_movesQ2,QQ2,num_movesQ3,QQ3
264,311,5f10d3f1be1cf9403317378c,muxvl8dwen8qst0,148663.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[50, 0]","[1, 0]","[0, 33]",[0],"[46364.39999997616, 51799.700000047684]","[55377.10000002384, 56271]","[61284.5, 64360.300000071526]",[68218.89999997616],1,1,0,I just watched and understood what happened in the video,"no difficulties, no confusion",306,2021-12-13 19:47:13.750078,1,,inanimate,2,0,2,0,2,33,1,0
265,312,5fc4f9342a65ce0623fe9c27,2un215eamfy2rzo,112877.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[0],[0],[17122.89999999106],[21268.19999998808],[29043.09999999404],[32502.19999998808],1,1,0,I made my judgement due to what I saw. I factored in speed and colour of the balls,None. ,308,2021-12-13 19:48:01.735683,1,,inanimate,1,0,1,0,1,0,1,0
266,313,5f8def49d89ea0182c5f799d,svxrt5w4utanqn5,84186.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[21],[32],[57],[54],[28461.40000000014],[37360],[51207.40000000014],[60986.200000000186],1,1,0,The speed of the balls and the direction they were moving in,,309,2021-12-13 19:49:31.886583,1,,inanimate,1,21,1,32,1,57,1,54
267,314,5fa9bafed4c7d12250deda41,f56q3va85t36azq,125708.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[79],[0],[41073.200000047684],[45360.60000002384],[52624.60000002384],[60472.60000002384],1,1,0,"I considered the movement of the first ball, and whether it would have reacted differently or not, had the other ball not collided with them","I thought it was interesting that my first instinct wanted to believe that the green ball would not have collided with the tower had the pink ball not bumped into it, however logically, the green ball was on course towards the tower, and was going to collide regardless",310,2021-12-13 19:49:45.930755,1,,inanimate,1,0,1,0,1,79,1,0
268,315,608174f930ef58ee30634bbd,em2qyem5c7g7bkd,75941.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[73],[13],[70],"[52, 52]",[28393.700000047684],[38167],[45212],"[49565, 50779.10000002384]",1,1,0,"Perceived speed and weight of the balls, and the weight of the blocks in the tower. They seemed to to be quite light which is why I wasn't 100% on whether the tower would have still stood without the pink ball present as it seemed to fall easily.",,311,2021-12-13 19:50:43.605532,1,,inanimate,1,73,1,13,1,70,2,52
269,316,5e8a6fadb7d18970f2762e72,u7oxnkjoqzs703v,65753.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[32],[88],[69],[21080.700000047684],[25048.700000047684],[29136.700000047684],[32384.300000190735],1,1,0,the way the balls rolled,no difficulties,312,2021-12-13 19:51:05.476869,1,,inanimate,1,0,1,32,1,88,1,69
270,317,5d1d49b9bfcb7c001acc9a34,c37o4a23rvt8d8r,117872.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[58, 65, 68]",[0],[27],[60],"[38397, 75357, 77045]",[46037],[57229],[73749],1,1,0,Speed and direction of the balls,No. Everyhting was fine,313,2021-12-13 19:51:20.431785,1,,inanimate,3,68,1,0,1,27,1,60
271,318,5e4e8d26280b39000cac4bf2,r8m2n1k09vgjt58,120301.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[65],[21],"[51, 89]","[59, 73]",[26784],[76830.00000000001],"[40057, 80782]","[82271, 83157]",1,1,0,I thought of the physics of it. Like how fast the pink was moving and how slow the green was moving. ,nothing,314,2021-12-13 19:51:52.256516,1,,inanimate,1,65,1,21,2,89,2,73
272,319,5b532ca12a4d0c0001ae2a1d,8nw49r8fv9ezhyn,114799.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[38],[8],[59],[59],[29073.5],[40968.699999809265],[44416.59999990463],[47920.199999809265],1,1,0,"I considered how quickly a ball in the video would decrease in speed once in motion, and if it's size at all impacted if the tower would fall or not. It was hard to make out what sort of matrial the blocks were made out of, so to determine the durability it was just a bunch of guesswork.",No,315,2021-12-13 19:51:56.698922,1,,inanimate,1,38,1,8,1,59,1,59
273,320,5aae3c75fb22320001baa633,oatbs21okps22n8,77462.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[10],[16],[6],"[5, 97]",[39617.199999928474],[44909.10000002384],[48759],"[53590.199999928474, 57601.799999952316]",1,1,0,the possibility that the balls could have moved in completely different directions,,316,2021-12-13 19:52:49.924284,1,,inanimate,1,10,1,16,1,6,2,97
274,321,5e3a069ef4b5e1000d04b724,z1s5q9pbzmq183j,68600.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[29],[28],[27],[53],[29245],[34925],[39134],[46533],1,1,0,"Trajectory, momentum, collision","Easy, no difficulties",318,2021-12-13 19:53:29.773627,1,,inanimate,1,29,1,28,1,27,1,53
275,322,5fff1e3163c21663a9a74f71,6ap0uu7s7eh1s2h,94649.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[27],[0],[24],[40],[29502.59999999404],[35832.79999999702],[44856.40000000596],[48280.70000000298],1,1,0,speed and direction,,317,2021-12-13 19:53:25.495347,1,,inanimate,1,27,1,0,1,24,1,40
276,323,608bfe17112cfb1ce4d30f85,wxxc7kr35bd7al3,64412.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[13],[4],[18478.39999999851],[21834.39999999851],[23562.69999999553],[25690],1,1,0,Physics and the way I expected the balls to move.,No technical difficulties or confusion.,320,2021-12-13 19:54:12.214610,1,,inanimate,1,0,1,0,1,13,1,4
277,324,5e234e6d06121f5eceaba7f1,y95pvawxt5gj45q,113899.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[7],[4],[4],[4],[35027],[57348.90000000596],[75964.70000000298],[81988.70000000298],1,1,0,I watched them,,319,2021-12-13 19:53:54.708693,1,,inanimate,1,7,1,4,1,4,1,4
278,325,57a0d81d81f331000139d989,rurqqbgasusxa0v,45047.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],"[29, 49]",[0],[16469.90000000596],[20871.90000000596],"[24394.90000000596, 26751.90000000596]",[30065.80000000447],1,1,0,i just used observation and intuition.,no,321,2021-12-13 19:57:34.814290,1,,inanimate,1,0,1,0,2,49,1,0
279,326,5e87376de52ccb3836217367,vhj698d2u6v7afb,103864.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[15],[26],[40],[36],[22185.09999999404],[26326.09999999404],[28593.90000000596],[35492.09999999404],1,1,0,I considered my knowledge about physics,"nothing further, thanks",322,2021-12-13 19:57:38.407821,1,,inanimate,1,15,1,26,1,40,1,36
280,327,5fb2ddb925a37f9a1774289e,fp7ter4c0pmwlug,115341.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[24],[0],[0],[80],[39770],[46723.19999998808],[60068.40000000596],[69187.29999998212],1,1,0,General assumptions of physics based on the animation,N/A,323,2021-12-13 19:58:06.934002,1,,inanimate,1,24,1,0,1,0,1,80
281,328,6091a9882d1dbdad61a65ddc,zcjrv6ht8n2qn87,58838.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[50, 0]",[21],[33],[41],"[15648.5, 17476.19999999553]",[29466.29999999702],[37636],[40641],1,1,0,speed and direction of balls,,329,2021-12-13 20:00:24.211690,1,,inanimate,2,0,1,21,1,33,1,41
282,329,5e31d979f9387b1c0ce7ffd8,3xfqgcc0sae8cnw,126672.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[1],"[0, 0]",[52620.05499999941],[56904.74499999982],[72860.73499999839],"[88087.14499999769, 88723.78000000026]",1,1,0,i waiched the balls,no,325,2021-12-13 19:59:19.882562,1,,inanimate,1,0,1,0,1,1,2,0
283,330,6143af8721d1445864c4f6c8,mw4wpk1zbdffqbb,96957.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[78],[66],[23],[27540],[38738],[52274],[57192],1,1,0,Just what was trying to be asked...,All straight forward to me.,327,2021-12-13 19:59:59.346501,1,,inanimate,1,0,1,78,1,66,1,23
284,331,5b258c9ba7cee100011d8aad,hxkj9ljtj5t3ldr,44905.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[84],[0],[0],[94],[15193],[20503],[25781],[28793],1,1,0,The movement paths of the balls,No difficulties,330,2021-12-13 20:01:00.306440,1,,inanimate,1,84,1,0,1,0,1,94
285,332,600d0be4a2bd644737280aa1,l720su1n758gxhf,144225.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[61, 69, 36]",[42],[66],"[76, 92]","[39139.30000001192, 40167.10000002384, 51007.40000003576]",[52937.90000003576],[62691.90000003576],"[67523.69999998808, 69569.60000002384]",1,1,0,the speed of the balls and their positioning ,n/a,326,2021-12-13 19:59:45.680746,1,,inanimate,3,36,1,42,1,66,2,92
286,333,5ce5bcf74caf470001da7c33,uolt8llz9myypy7,117821.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[15],[11],[14],[33],[26530.299999999814],[34053.19999999972],[49376.299999999814],[53567.59999999963],1,1,0,I considered the direction the green ball was going and the speed it was at,no comments,328,2021-12-13 20:00:23.242829,1,,inanimate,1,15,1,11,1,14,1,33
287,334,5d84d4306981dc001a6162c3,v6np85v95r77b8c,82349.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],[0],[0],[20002.199999999953],[28357.899999999907],[35062.799999999814],[42262.39999999991],1,1,0,Watching what happened with the balls,None,331,2021-12-13 20:01:23.272953,1,,inanimate,1,0,1,0,1,0,1,0
288,335,5d27ece8379e510019491b5f,2n4d573fy1eakak,72442.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[4],[0],[56],[4],[27305.700000047684],[35773.60000002384],[48019.700000047684],[52207.5],1,1,0,I thought about what each ball would have done had the other not been there,The UI is a little 1990's and is a little painful on the eyes,332,2021-12-13 20:01:43.698439,1,,inanimate,1,4,1,0,1,56,1,4
289,336,5a99f17035237b0001128ff2,sfkamltpky21xn9,139219.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[77],[58],[28],[43],[63665.799999952316],[65889.29999995232],[68751.09999990463],[72436.89999997616],1,1,0,,,324,2021-12-13 19:58:42.494614,1,,inanimate,1,77,1,58,1,28,1,43
290,337,5e6f4a7338d4525042c296ef,y9rfjft0uthhl7h,44278.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[20],[33],[37],[34],[16856.399999976158],[20682.100000023842],[27195.5],[30307.899999976158],1,1,0,"the trajectory of the balls, speed of the balls",no difficulties,334,2021-12-13 20:11:51.725746,1,,inanimate,1,20,1,33,1,37,1,34
291,339,5bf0d82b5823f30001538ff5,wrpsvz4zm2der2q,115994.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[0],[0],"[56, 83]",[74],[26365.599999964237],[43478.89999997616],"[60166.19999998808, 72747.5]",[64977.69999998808],1,1,0,"Expected trajectory, 'weight' of balls and tower blocks",None,336,2021-12-13 20:11:59.746959,1,,inanimate,1,0,1,0,2,83,1,74
292,340,5fb430c4ca50ba09c09927fe,k7ff9rgj4mhdp5f,41064.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,[35],[0],[25],[59],[19355.699999999255],[21232.699999999255],[24510.699999999255],[29374.599999997765],1,1,0,The speed and trajectory of the balls,No technical issues and the study was easy.,335,2021-12-13 20:11:51.938745,1,,inanimate,1,35,1,0,1,25,1,59
293,341,5ddc3d821096eab9b719ca02,lql5664wkq6xuuk,95489.0,../static/stimuli/part1_phys.mp4,../static/stimuli/test_stim1.mp4,"[30, 69]",[15],[0],[50],"[20264.5, 27383.29999999702]",[32450.79999999702],[35375.39999999851],[39602.29999999702],1,1,0,I used common sense.,"No, it was all fine and dandy.",337,2021-12-13 20:27:38.089497,1,,inanimate,2,69,1,15,1,0,1,50
